brand,model,color,price_in_euro,power_ps,transmission_type,fuel_type,fuel_consumption_l_100km,mileage_in_km,age
bmw,i3,white,18170.0,170.0,Automatic,Electric,5.260000000000001,43227.0,8.0
ford,EcoSport,silver,21188.0,120.0,Manual,Diesel,5.3,7454.0,6.0
audi,Q2,white,17930.0,116.0,Manual,Diesel,4.4,79980.0,8.0
ford,Focus,black,14990.0,125.0,Manual,Petrol,4.7,82950.0,8.0
kia,Soul,black,30979.0,204.0,Automatic,Electric,5.84,12029.0,5.0
bmw,330,black,14900.0,231.0,Automatic,Petrol,9.6,95000.0,23.0
audi,A6,black,10500.0,190.0,Automatic,Diesel,6.4,271000.0,17.0
ford,Fiesta,blue,10995.0,101.0,Manual,Petrol,4.3,75700.0,10.0
bmw,X5,grey,49890.0,313.0,Automatic,Diesel,7.0,69984.0,8.0
ford,,white,43435.0,131.0,Manual,Diesel,5.960000000000001,13.0,4.0
fiat,Tipo,grey,29990.0,131.0,Automatic,Petrol,5.3,3.0,4.0
bmw,Z4,black,11650.0,177.0,Automatic,Petrol,8.4,147000.0,20.0
dacia,Duster,black,20980.0,131.0,Manual,Petrol,5.4,17991.0,4.0
hyundai,Getz,blue,4980.0,97.0,Manual,Petrol,6.4,55000.0,19.0
lancia,Ypsilon,silver,1800.0,60.0,Manual,Petrol,6.0,115100.0,20.0
audi,A4,black,16990.0,450.0,Automatic,Petrol,10.7,149568.0,13.0
bmw,420,grey,21999.0,190.0,Automatic,Diesel,4.4,163000.0,11.0
bmw,118,black,7000.0,143.0,Manual,Diesel,5.3,202000.0,17.0
kia,Picanto,white,19280.0,101.0,Manual,Petrol,4.5,10.0,3.0
bmw,525,black,7500.0,197.0,Automatic,Diesel,7.0,265000.0,16.0
bmw,530,black,1650.0,218.0,Automatic,Diesel,6.9,300000.0,22.0
jaguar,F-Pace,grey,53900.0,300.0,Automatic,Diesel,7.0,72800.0,7.0
citroen,C4,grey,2600.0,88.0,Manual,Petrol,6.4,223758.0,19.0
bmw,528,black,13990.0,245.0,Automatic,Petrol,7.0,213400.0,12.0
ford,Focus,blue,600.0,101.0,Manual,Petrol,6.8,226000.0,25.0
ford,Ka/Ka+,black,3999.0,69.0,Manual,Petrol,4.9,204000.0,10.0
ford,Fiesta,black,7490.0,101.0,Manual,Petrol,4.5,90000.0,11.0
kia,Picanto,yellow,35329.0,67.0,Manual,Petrol,5.2,10.0,3.0
hyundai,KONA,blue,28990.0,204.0,Automatic,Petrol,4.9399999999999995,16929.0,6.0
audi,A3,blue,17300.0,150.0,Manual,Petrol,5.2,87900.0,9.0
audi,Q7,white,46200.0,272.0,Automatic,Diesel,6.2,93738.0,10.0
ford,Focus,silver,16999.0,120.0,Manual,Diesel,3.7,48590.0,7.0
ford,Focus,red,14950.0,101.0,Manual,Petrol,4.8,75450.0,8.0
audi,A1,blue,8600.0,86.0,Manual,Petrol,5.0,59000.0,15.0
citroen,C5 Aircross,white,24990.0,131.0,Automatic,Diesel,6.18,44295.0,5.0
bmw,330,grey,45950.0,292.0,Automatic,Hybrid,1.9,20500.0,5.0
ford,Focus,blue,4400.0,109.0,Manual,Diesel,4.5,184920.0,16.0
dodge,Durango,grey,48287.0,364.0,Automatic,Petrol,7.340000000000001,69376.0,6.0
citroen,C3,black,14200.0,110.0,Manual,Petrol,4.7,14000.0,5.0
hyundai,i40,grey,11999.0,136.0,Automatic,Diesel,5.6,88970.0,11.0
bmw,530,white,30850.0,265.0,Automatic,Diesel,5.6,67525.0,6.0
ford,Kuga,red,36890.0,150.0,Manual,Diesel,5.0,11000.0,3.0
bmw,320,black,2450.0,150.0,Automatic,Diesel,7.1,259000.0,23.0
fiat,500,red,18990.0,71.0,Manual,Hybrid,4.6,99.0,4.0
bmw,220,grey,36788.0,190.0,Automatic,Diesel,4.3,9988.0,4.0
ford,Kuga,grey,17950.0,150.0,Manual,Petrol,6.3,76800.0,8.0
ford,Focus,silver,3295.0,101.0,Manual,Petrol,6.7,277500.0,15.0
kia,Niro,green,39950.0,143.0,Automatic,Hybrid,1.3,1.0,3.0
bmw,520,silver,36209.0,190.0,Automatic,Diesel,4.3,62494.0,6.0
hyundai,i30,silver,24790.0,120.0,Manual,Petrol,5.0,20.0,3.0
bmw,X5,grey,59900.0,286.0,Automatic,Diesel,5.7,58000.0,5.0
land-rover,Rover Range Rover,grey,189210.0,351.0,Automatic,Diesel Hybrid,8.3,36056.0,4.0
ford,Fiesta,white,5670.0,60.0,Manual,Petrol,5.2,122000.0,12.0
hyundai,KONA Elektro,blue,35990.0,204.0,Automatic,Electric,6.540000000000001,20006.0,5.0
audi,A6,black,23970.0,218.0,Automatic,Diesel,4.4,147918.0,9.0
audi,A4,grey,26980.0,190.0,Automatic,Diesel,4.4,60000.0,8.0
ford,Focus,black,15900.0,140.0,Manual,Petrol,5.0,52400.0,9.0
hyundai,KONA,grey,28990.0,204.0,Automatic,Electric,6.12,35100.0,6.0
bmw,X1,silver,22990.0,150.0,Automatic,Diesel,4.7,94523.0,9.0
ford,Focus,grey,17390.0,125.0,Automatic,Petrol,5.5,64500.0,9.0
kia,Carens,silver,12990.0,116.0,Manual,Diesel,4.5,62290.0,12.0
audi,A5,blue,33880.0,272.0,Automatic,Diesel,5.3,75965.0,9.0
dacia,Duster,black,11975.0,114.0,Manual,Petrol,6.6,55558.0,8.0
audi,Q3,white,37388.0,150.0,Automatic,Petrol,6.5,10.0,3.0
bmw,116,white,9800.0,136.0,Manual,Petrol,4.840000000000001,125000.0,14.0
bmw,M5,blue,49990.0,400.0,Manual,Petrol,14.4,250000.0,27.0
aston-martin,Martin DBX,gold,215007.0,551.0,Automatic,Petrol,14.3,7700.0,4.0
fiat,Fullback,grey,19900.0,154.0,Manual,Diesel,6.7,99743.0,10.0
audi,Q3,silver,37950.0,150.0,Automatic,Petrol,6.5,13700.0,4.0
audi,Q4 e-tron,blue,59150.0,204.0,Automatic,Electric,5.34,14888.0,5.0
bmw,X4,red,27439.0,245.0,Automatic,Petrol,6.480000000000001,127397.0,12.0
mazda,CX-3,grey,17990.0,121.0,Manual,Petrol,4.98,9900.0,8.0
ford,Focus,black,18990.0,150.0,Automatic,Petrol,3.62,89286.0,7.0
jeep,Wrangler,blue,78888.0,381.0,Automatic,Hybrid,3.5,4500.0,3.0
hyundai,i20,black,10480.0,84.0,Manual,Petrol,5.1,68715.0,10.0
bmw,218,silver,18404.0,150.0,Automatic,Diesel,4.7,168386.0,7.0
audi,A6,blue,33900.0,272.0,Automatic,Diesel,5.3,49000.0,8.0
jeep,Compass,black,29990.0,150.0,Automatic,Petrol,6.1,43450.0,5.0
alfa-romeo,Romeo Giulietta,black,5500.0,120.0,Manual,Petrol,6.6,182457.0,14.0
bmw,530,blue,38199.0,265.0,Automatic,Diesel,5.4,59389.0,7.0
ford,Kuga,black,39450.0,190.0,Automatic,Hybrid,5.7,10.0,3.0
ford,Mustang,red,34989.0,314.0,Automatic,Petrol,9.5,53500.0,8.0
bmw,X1,black,21990.0,116.0,Manual,Diesel,4.9,91234.0,14.0
kia,Sportage,grey,22479.0,177.0,Manual,Petrol,5.22,46501.0,8.0
audi,A4,silver,23980.0,163.0,Automatic,Diesel,3.8,72207.0,6.0
hyundai,KONA,blue,21500.0,177.0,Automatic,Petrol,7.1,36000.0,8.0
fiat,500,blue,15468.0,69.0,Manual,Petrol,5.0,35210.0,8.0
ford,Ranger,silver,45950.0,212.0,Automatic,Diesel,8.8,10.0,3.0
mazda,2,black,6000.0,75.0,Manual,Petrol,7.0,150600.0,14.0
bmw,335,grey,14500.0,306.0,Automatic,Petrol,9.9,230000.0,19.0
lamborghini,Huracan,white,269999.0,610.0,Automatic,Petrol,12.3,34000.0,7.0
bmw,118,blue,5500.0,129.0,Manual,Petrol,7.3,224000.0,20.0
ford,Explorer,silver,80470.0,457.0,Automatic,Hybrid,3.1,10.0,3.0
fiat,500C,white,7900.0,86.0,Manual,Petrol,4.0,116500.0,12.0
audi,A3,grey,15990.0,110.0,Manual,Diesel,3.8,69840.0,11.0
ferrari,Portofino,red,284630.0,620.0,Automatic,Petrol,11.2,80.0,3.0
audi,A5,grey,21555.0,245.0,Automatic,Diesel,5.7,121147.0,14.0
fiat,Idea,blue,2900.0,101.0,Manual,Diesel,5.5,165000.0,21.0
alfa-romeo,Romeo Spider,grey,14500.0,200.0,Manual,Diesel,6.8,33000.0,19.0
ford,Transit,blue,8500.0,86.0,Manual,Diesel,5.640000000000001,167800.0,16.0
land-rover,Rover Discovery Sport,grey,46890.0,179.0,Automatic,Diesel,5.8,35000.0,6.0
bmw,520,grey,20200.0,190.0,Automatic,Diesel,4.5,156000.0,9.0
ford,Focus,grey,10900.0,120.0,Manual,Diesel,3.8,159815.0,12.0
bmw,118,black,2888.0,129.0,Manual,Petrol,7.8,208000.0,20.0
audi,A3,silver,21689.0,116.0,Automatic,Petrol,5.1,26446.0,7.0
audi,S6,blue,58940.0,349.0,Automatic,Diesel,6.5,63174.0,7.0
audi,A3,grey,25340.0,150.0,Automatic,Petrol,5.2,43844.0,7.0
honda,Civic,blue,37690.0,320.0,Manual,Petrol,7.8,30200.0,7.0
kia,Picanto,silver,2150.0,65.0,Manual,Petrol,4.9,155000.0,20.0
audi,A6,grey,28460.0,190.0,Automatic,Diesel,5.4,78462.0,9.0
audi,Q2,grey,24999.0,190.0,Automatic,Diesel,4.9,104300.0,9.0
ford,Transit Custom,red,41470.0,105.0,Manual,Diesel,6.3,10.0,3.0
bmw,Z3,silver,18900.0,150.0,Automatic,Petrol,9.2,53000.0,27.0
audi,e-tron,grey,63880.0,215.0,Automatic,Electric,9.54,6959.0,5.0
hyundai,i30,silver,17990.0,140.0,Manual,Petrol,5.5,45555.0,8.0
kia,Picanto,black,3490.0,65.0,Manual,Petrol,5.3,134000.0,16.0
land-rover,Rover Range Rover Evoque,grey,30990.0,241.0,Automatic,Petrol,7.8,58292.0,9.0
hyundai,i30,white,14900.0,99.0,Manual,Petrol,6.2,35400.0,7.0
audi,A5,grey,27850.0,190.0,Automatic,Petrol,6.0,35500.0,7.0
bmw,535,grey,10899.0,299.0,Automatic,Diesel,6.7,163000.0,16.0
jaguar,F-Pace,black,77092.0,204.0,Automatic,Diesel,5.2,8500.0,4.0
ford,Kuga,red,23999.0,179.0,Automatic,Diesel,5.2,74857.0,8.0
ford,Focus,silver,1350.0,101.0,Manual,Petrol,6.8,260522.0,25.0
jeep,Avenger,black,42700.0,156.0,Automatic,Electric,6.5,15.0,3.0
bmw,X1,silver,15999.0,184.0,Automatic,Petrol,7.5,72804.0,13.0
ford,Puma,blue,25790.0,125.0,Manual,Petrol,4.3,20.0,3.0
audi,Q2,white,26900.0,150.0,Automatic,Petrol,5.2,18900.0,6.0
bmw,118,white,18000.0,136.0,Manual,Petrol,5.0,87000.0,11.0
audi,A6,grey,19600.0,313.0,Automatic,Diesel,6.4,207000.0,14.0
land-rover,Rover Range Rover Evoque,white,55330.0,200.0,Automatic,Petrol,7.8,12000.0,4.0
alfa-romeo,Romeo Giulia,white,64700.0,510.0,Automatic,Petrol,12.0,6340.0,6.0
fiat,Ducato,grey,16490.0,122.0,Automatic,Electric,5.02,2000.0,5.0
audi,A4,grey,25490.0,218.0,Automatic,Diesel,4.9,59100.0,10.0
audi,Q3,black,18780.0,140.0,Manual,Diesel,5.2,83777.0,13.0
ford,Focus,blue,15859.0,120.0,Automatic,Diesel,4.1,74542.0,6.0
hyundai,i10,black,10710.0,67.0,Manual,Petrol,4.7,38898.0,9.0
mazda,3,black,10488.0,150.0,Manual,Petrol,7.4,80482.0,13.0
alfa-romeo,Romeo Stelvio,grey,45950.0,280.0,Automatic,Petrol,7.4,48558.0,5.0
ford,Ranger,black,27800.0,200.0,Automatic,Diesel,6.460000000000001,44000.0,11.0
audi,Q5,black,21440.0,179.0,Manual,Petrol,7.5,74886.0,10.0
bmw,120,grey,18999.0,190.0,Automatic,Diesel,3.9,119825.0,10.0
audi,A4,white,14900.0,150.0,Manual,Diesel,4.7,183000.0,12.0
audi,S4,black,22489.0,344.0,Automatic,Petrol,12.4,66000.0,22.0
audi,Q3,white,38680.0,230.0,Automatic,Petrol,7.6,44000.0,7.0
bmw,318,silver,3500.0,129.0,Manual,Petrol,7.3,211000.0,20.0
bmw,i3,white,24000.0,170.0,Automatic,Electric,6.0200000000000005,31400.0,7.0
fiat,500,black,18780.0,71.0,Manual,Petrol,4.6,4.0,3.0
ford,Edge,white,28990.0,209.0,Automatic,Diesel,5.9,62426.0,9.0
bmw,X5,grey,26780.0,258.0,Automatic,Diesel,5.9,182000.0,12.0
bmw,530,black,25500.0,258.0,Automatic,Diesel,5.3,107000.0,12.0
bmw,X1,grey,8990.0,143.0,Manual,Diesel,5.2,148000.0,16.0
ford,Focus,red,18090.0,150.0,Manual,Petrol,5.6,50119.0,9.0
citroen,Berlingo,grey,18990.0,102.0,Manual,Diesel,4.2,86700.0,8.0
hyundai,i10,silver,15650.0,67.0,Manual,Petrol,4.1,21830.0,4.0
bmw,430,blue,41220.0,252.0,Automatic,Petrol,8.0,55609.0,6.0
audi,Q2,orange,21560.0,116.0,Manual,Petrol,5.1,39554.0,7.0
fiat,500C,blue,14490.0,69.0,Manual,Petrol,4.9,33614.0,9.0
bmw,116,white,12000.0,136.0,Automatic,Petrol,5.8,180000.0,13.0
kia,Sportage,blue,17390.0,132.0,Manual,Petrol,6.7,29948.0,8.0
ford,Focus,blue,9580.0,120.0,Automatic,Diesel,3.8,161860.0,10.0
dacia,Sandero,red,4999.0,87.0,Manual,Petrol,7.6,109841.0,16.0
audi,Q3,black,9990.0,140.0,Manual,Diesel,5.2,254000.0,14.0
audi,A4,white,26680.0,231.0,Automatic,Diesel,6.9,126300.0,7.0
bmw,520,silver,27999.0,190.0,Automatic,Diesel,4.7,61355.0,7.0
audi,A4,brown,24590.0,150.0,Manual,Petrol,5.7,36500.0,8.0
audi,Q3,black,19990.0,150.0,Automatic,Petrol,6.2,92340.0,10.0
fiat,500,grey,13460.0,69.0,Manual,Petrol,5.5,23359.0,6.0
bmw,140,blue,26999.0,340.0,Automatic,Petrol,7.1,116000.0,9.0
bmw,318,grey,16900.0,150.0,Automatic,Diesel,4.0,140000.0,9.0
bmw,218,silver,14850.0,136.0,Manual,Petrol,5.5,82000.0,9.0
audi,e-tron,red,56950.0,408.0,Automatic,Electric,8.260000000000002,3000.0,7.0
mazda,6,black,22900.0,192.0,Manual,Unknown,6.06,92000.0,8.0
audi,RS3,red,74320.0,400.0,Automatic,Petrol,8.8,5200.0,4.0
audi,RS6,yellow,30950.0,600.0,Automatic,Petrol,13.0,28426.0,4.0
citroen,C3 Aircross,grey,22995.0,110.0,Manual,Petrol,6.0,10.0,3.0
ford,Focus,blue,22280.0,182.0,Manual,Petrol,5.2,56528.0,7.0
ford,Kuga,grey,24750.0,150.0,Manual,Petrol,6.2,19900.0,6.0
land-rover,Rover Discovery Sport,grey,37300.0,179.0,Automatic,Diesel,6.4,50000.0,7.0
kia,Sportage,red,18880.0,132.0,Manual,Petrol,6.7,70015.0,8.0
mazda,CX-5,blue,22990.0,160.0,Manual,Petrol,6.8,80241.0,8.0
jeep,Renegade,grey,24990.0,120.0,Manual,Petrol,5.6,16500.0,5.0
ford,Kuga,black,11500.0,140.0,Manual,Diesel,6.1,170000.0,13.0
audi,A4,silver,24890.0,252.0,Automatic,Petrol,6.1,110000.0,10.0
land-rover,Rover Range Rover Sport,black,82500.0,300.0,Automatic,Diesel,8.3,13310.0,5.0
fiat,500,grey,16990.0,71.0,Manual,Hybrid,4.6,99.0,3.0
ford,Puma,grey,31290.0,200.0,Manual,Petrol,6.6,32.0,3.0
jaguar,E-Pace,white,35750.0,300.0,Automatic,Petrol,8.0,26669.0,8.0
kia,XCeed,black,27180.0,204.0,Automatic,Petrol,6.5,32000.0,6.0
bmw,X3,silver,17990.0,258.0,Automatic,Diesel,5.0,180000.0,14.0
audi,A6,black,17950.0,170.0,Automatic,Petrol,8.5,115102.0,15.0
fiat,500,red,11900.0,69.0,Manual,Petrol,4.9,45759.0,8.0
jeep,Renegade,white,31880.0,131.0,Automatic,Hybrid,5.8,10.0,3.0
bmw,330,silver,4990.0,204.0,Manual,Diesel,6.6,369000.0,23.0
ford,Focus,silver,31950.0,125.0,Manual,Petrol,4.1,50.0,4.0
audi,RS4,red,69999.0,450.0,Automatic,Petrol,11.839999999999998,37500.0,7.0
ford,Fiesta,grey,19850.0,200.0,Manual,Petrol,6.0,42494.0,7.0
honda,Jazz,grey,13990.0,102.0,Manual,Petrol,5.1,33407.0,8.0
audi,TTS,yellow,49500.0,306.0,Automatic,Petrol,7.2,14300.0,6.0
bmw,525,silver,6950.0,218.0,Automatic,Petrol,9.4,213000.0,21.0
bmw,116,black,3799.0,116.0,Manual,Petrol,7.5,270000.0,21.0
bmw,530,black,8500.0,235.0,Automatic,Diesel,6.8,274000.0,18.0
hyundai,i10,white,13990.0,87.0,Manual,Petrol,4.9,37117.0,9.0
fiat,500,grey,13940.0,69.0,Manual,Petrol,5.3,24958.0,7.0
hyundai,KONA,white,36990.0,136.0,Automatic,Electric,6.340000000000001,1500.0,3.0
kia,Optima,white,14490.0,136.0,Automatic,Diesel,5.1,158414.0,11.0
audi,A6,grey,6500.0,177.0,Automatic,Petrol,9.6,170000.0,21.0
daihatsu,Sirion,black,2250.0,69.0,Manual,Petrol,5.0,190000.0,20.0
audi,A4,white,30980.0,190.0,Automatic,Diesel,4.4,56796.0,8.0
audi,Q5,grey,13999.0,179.0,Manual,Petrol,8.4,161000.0,14.0
jaguar,F-Pace,black,66422.0,250.0,Automatic,Petrol,7.8,25500.0,4.0
citroen,C4,blue,19950.0,131.0,Manual,Petrol,5.5,19100.0,5.0
jaguar,E-Pace,white,29588.0,150.0,Automatic,Diesel,6.0,31000.0,6.0
fiat,Panda,grey,9990.0,69.0,Manual,Petrol,5.2,11217.0,9.0
audi,A4,silver,28880.0,163.0,Automatic,Diesel,3.8,41100.0,7.0
kia,Ceed / cee'd,green,32690.0,160.0,Automatic,Petrol,5.8,50.0,4.0
audi,Q4 e-tron,grey,46090.0,170.0,Automatic,Electric,5.880000000000001,5000.0,3.0
alfa-romeo,Romeo 159,black,2250.0,150.0,Manual,Diesel,6.0,215000.0,20.0
jaguar,F-Pace,white,59188.0,250.0,Automatic,Petrol,7.8,25500.0,4.0
fiat,500C,white,14499.0,69.0,Manual,Petrol,5.9,49025.0,7.0
audi,A6,silver,52810.0,204.0,Automatic,Diesel,5.6,19432.0,5.0
citroen,C3,grey,12999.0,82.0,Manual,Petrol,4.8,21540.0,7.0
maserati,Quattroporte,black,49890.0,275.0,Automatic,Diesel,7.2,81300.0,7.0
kia,Rio,white,4500.0,75.0,Manual,Diesel,3.8,250000.0,13.0
ford,Kuga,grey,25990.0,182.0,Automatic,Petrol,7.5,39875.0,9.0
audi,A1,grey,32630.0,95.0,Automatic,Petrol,5.9,2000.0,3.0
bmw,X1,brown,14400.0,184.0,Automatic,Diesel,5.0,115000.0,13.0
bmw,320,black,7999.0,184.0,Automatic,Diesel,5.4,199500.0,15.0
citroen,C1,red,6499.0,69.0,Manual,Petrol,4.2,80848.0,12.0
ford,Edge,grey,35850.0,238.0,Automatic,Diesel,6.140000000000001,60800.0,7.0
ford,Transit Custom,black,54970.0,170.0,Manual,Diesel,6.2,10.0,3.0
kia,Sportage,grey,22950.0,177.0,Manual,Petrol,7.6,39950.0,7.0
audi,A1,red,11500.0,122.0,Manual,Petrol,5.3,110662.0,13.0
ford,Focus,grey,7400.0,116.0,Manual,Diesel,4.2,153900.0,14.0
ford,Mustang Mach-E,black,73850.0,351.0,Automatic,Electric,6.62,1906.0,3.0
audi,A6,grey,12599.0,177.0,Automatic,Petrol,10.0,59400.0,19.0
kia,XCeed,green,32490.0,160.0,Automatic,Petrol,6.1,150.0,3.0
ford,Fiesta,red,20990.0,155.0,Manual,Hybrid,5.88,26655.0,5.0
audi,A3,silver,13990.0,150.0,Manual,Diesel,4.7,166000.0,10.0
jeep,Wrangler,blue,72369.0,381.0,Automatic,Hybrid,3.5,10.0,4.0
audi,A3,black,16307.0,150.0,Manual,Petrol,5.0,88400.0,9.0
bmw,X6 M,black,37999.0,381.0,Automatic,Diesel,7.8,190000.0,9.0
dacia,Duster,black,21320.0,116.0,Manual,Diesel,4.98,25347.0,5.0
bmw,X5,black,83900.0,340.0,Automatic,Diesel,6.0,50.0,3.0
audi,SQ5,black,31999.0,354.0,Automatic,Petrol,5.72,67326.0,8.0
dacia,Duster,red,14991.0,116.0,Manual,Diesel,4.2,135001.0,7.0
ford,Edge,white,25900.0,209.0,Automatic,Diesel,5.9,99999.0,8.0
audi,TT,grey,31500.0,230.0,Automatic,Petrol,6.6,72451.0,10.0
ford,Transit,silver,27900.0,120.0,Automatic,Diesel,4.7,52600.0,6.0
bmw,320,black,14900.0,170.0,Manual,Petrol,9.4,61500.0,26.0
audi,Q8,red,108730.0,408.0,Automatic,Electric,9.08,6721.0,3.0
ford,Fiesta,black,5999.0,82.0,Manual,Petrol,5.7,170000.0,14.0
fiat,Tipo,grey,17000.0,120.0,Manual,Petrol,7.1,34000.0,6.0
jaguar,E-Pace,grey,38950.0,200.0,Automatic,Petrol,8.1,45700.0,6.0
alfa-romeo,Romeo Tonale,blue,41288.0,160.0,Automatic,Petrol,6.3,10.0,3.0
ford,Fiesta,red,19900.0,75.0,Manual,Petrol,4.5,4800.0,4.0
bmw,i3,blue,31300.0,170.0,Automatic,Electric,6.140000000000001,14700.0,5.0
dacia,,blue,12990.0,114.0,Manual,Petrol,5.26,62700.0,8.0
ford,Kuga,black,6990.0,140.0,Automatic,Diesel,6.2,53650.0,12.0
bmw,318,black,14700.0,143.0,Manual,Diesel,4.5,103698.0,12.0
bmw,440,grey,45000.0,326.0,Automatic,Petrol,7.4,58000.0,9.0
audi,e-tron GT,grey,96900.0,476.0,Automatic,Electric,11.319999999999999,8937.0,5.0
ford,Focus,silver,999.0,101.0,Manual,Petrol,6.7,307000.0,21.0
ford,Grand C-Max,white,10800.0,125.0,Manual,Petrol,5.2,88000.0,12.0
bmw,318,black,9870.0,150.0,Automatic,Diesel,4.1,228000.0,10.0
bmw,520,black,11890.0,184.0,Automatic,Diesel,4.8,340000.0,13.0
fiat,500,white,5790.0,99.0,Manual,Petrol,6.1,145100.0,18.0
citroen,Berlingo,black,4750.0,90.0,Manual,Petrol,8.2,165000.0,17.0
fiat,Tipo,grey,13990.0,95.0,Manual,Petrol,6.7,37685.0,5.0
jaguar,XF,black,34990.0,179.0,Automatic,Diesel,5.1,59000.0,6.0
ford,Focus,silver,12200.0,120.0,Manual,Diesel,3.8,108700.0,8.0
audi,A3,red,21490.0,116.0,Automatic,Petrol,5.1,31683.0,8.0
ford,Ranger,black,49970.0,212.0,Automatic,Diesel,7.8,25.0,3.0
citroen,C1,white,10980.0,72.0,Manual,Petrol,3.7,24050.0,6.0
ferrari,488,black,274900.0,670.0,Automatic,Petrol,11.4,5550.0,6.0
audi,A4,red,20750.0,190.0,Automatic,Diesel,4.6,180000.0,7.0
audi,A3,silver,18499.0,179.0,Automatic,Petrol,6.6,108890.0,10.0
ford,Ka/Ka+,grey,5490.0,69.0,Manual,Petrol,5.3,91162.0,13.0
alfa-romeo,Romeo 159,black,6949.0,200.0,Manual,Petrol,8.0,145000.0,17.0
kia,Ceed / cee'd,grey,31990.0,141.0,Automatic,Hybrid,5.459999999999999,5266.0,4.0
kia,Sportage,grey,18490.0,132.0,Manual,Petrol,6.7,76100.0,9.0
fiat,500,white,13890.0,69.0,Manual,Petrol,5.5,6573.0,6.0
audi,S3,white,21499.0,265.0,Automatic,Petrol,8.4,131884.0,17.0
hyundai,i30,grey,22990.0,140.0,Automatic,Petrol,5.9,11342.0,7.0
mazda,CX-3,grey,22490.0,121.0,Automatic,Petrol,6.1,45301.0,7.0
kia,Sportage,white,16980.0,136.0,Manual,Diesel,4.9,97000.0,9.0
audi,A5,grey,11000.0,143.0,Manual,Diesel,5.2,206000.0,15.0
audi,A4,red,29799.0,218.0,Automatic,Diesel,4.7,48200.0,8.0
ford,Focus,white,22480.0,125.0,Manual,Petrol,5.6,100.0,5.0
bmw,X3 M,black,58850.0,326.0,Automatic,Diesel,6.5,15500.0,6.0
mazda,3,grey,23990.0,122.0,Manual,Hybrid,5.2,29764.0,7.0
mazda,CX-3,grey,17950.0,120.0,Automatic,Petrol,5.880000000000001,75977.0,9.0
audi,Q5,white,13999.0,179.0,Manual,Petrol,8.1,149454.0,15.0
fiat,Panda,grey,12190.0,69.0,Manual,Petrol,5.4399999999999995,57000.0,7.0
audi,A5,black,30440.0,190.0,Automatic,Diesel,6.2,127700.0,7.0
bmw,118,black,4400.0,143.0,Manual,Diesel,4.5,241000.0,16.0
land-rover,Rover Range Rover,black,32490.0,258.0,Automatic,Diesel,6.9,154000.0,10.0
citroen,Berlingo,black,7900.0,114.0,Manual,Diesel,5.1,197000.0,13.0
hyundai,KONA,grey,29290.0,204.0,Automatic,Electric,5.9399999999999995,19078.0,6.0
hyundai,iX35,white,14622.0,184.0,Automatic,Diesel,5.74,87000.0,12.0
ford,Focus,grey,11700.0,150.0,Manual,Diesel,5.5,75033.0,7.0
ford,Kuga,blue,29990.0,120.0,Automatic,Diesel,4.5,10.0,3.0
audi,A3,blue,12990.0,200.0,Automatic,Petrol,7.6,105752.0,18.0
hyundai,IONIQ 5,green,49999.0,306.0,Automatic,Electric,6.18,6500.0,4.0
ford,Ranger Raptor,black,53900.0,212.0,Automatic,Diesel,10.6,20.0,3.0
audi,A4,white,12200.0,170.0,Manual,Petrol,5.7,125000.0,12.0
hyundai,i30,silver,3500.0,109.0,Manual,Petrol,6.1,188000.0,16.0
kia,Venga,beige,11880.0,125.0,Manual,Petrol,6.4,76951.0,12.0
hyundai,i30,white,24380.0,160.0,Automatic,Petrol,6.3,18235.0,4.0
ford,S-Max,black,8250.0,140.0,Automatic,Diesel,7.4,230801.0,14.0
alfa-romeo,Romeo Stelvio,grey,34500.0,200.0,Automatic,Petrol,8.0,58000.0,7.0
audi,Q3,blue,46400.0,150.0,Automatic,Petrol,6.6,2050.0,3.0
dacia,Sandero,grey,12500.0,90.0,Manual,Petrol,5.1,25000.0,7.0
ford,S-Max,black,14200.0,163.0,Manual,Diesel,5.7,135000.0,14.0
audi,Q5,grey,47930.0,252.0,Automatic,Hybrid,9.200000000000001,65202.0,6.0
hyundai,i30,grey,39990.0,280.0,Automatic,Petrol,8.4,1.0,3.0
hyundai,TUCSON,red,38660.0,150.0,Automatic,Petrol,5.7,5.0,3.0
hyundai,i30,silver,20250.0,120.0,Manual,Petrol,4.4,14272.0,4.0
ford,S-Max,black,28190.0,150.0,Automatic,Diesel,6.6,49600.0,7.0
audi,A6,white,23900.0,272.0,Automatic,Diesel,5.3,146000.0,10.0
bmw,320,blue,26800.0,190.0,Automatic,Diesel,4.3,92800.0,8.0
hyundai,SANTA FE,grey,32000.0,200.0,Automatic,Diesel,5.9,61450.0,7.0
audi,e-tron GT,silver,98880.0,476.0,Automatic,Electric,8.059999999999999,16700.0,4.0
audi,TT,black,3900.0,179.0,Manual,Petrol,6.159999999999999,350000.0,26.0
ford,Fiesta,white,6480.0,60.0,Manual,Petrol,5.64,124989.0,13.0
fiat,500C,grey,19779.0,69.0,Manual,Hybrid,4.1,15.0,5.0
hyundai,TUCSON,black,40615.0,230.0,Automatic,Hybrid,5.0,10.0,3.0
kia,Stinger,red,33900.0,370.0,Automatic,Petrol,10.6,77956.0,7.0
ford,Transit,red,10488.0,101.0,Manual,Diesel,7.0,161000.0,14.0
bmw,218,silver,22498.0,150.0,Automatic,Diesel,4.4,81352.0,7.0
audi,Q7,blue,20950.0,245.0,Automatic,Diesel,7.4,154000.0,14.0
