brand,model,color,price_in_euro,power_ps,transmission_type,fuel_type,fuel_consumption_l_100km,mileage_in_km,age
ford,EcoSport,yellow,19810.0,125.0,Manual,Petrol,5.9,25000.0,4.0
ford,Kuga,white,14350.0,140.0,Automatic,Diesel,6.2,145124.0,13.0
bmw,Z4,red,23290.0,306.0,Manual,Petrol,9.4,136000.0,14.0
daihatsu,YRV,silver,2300.0,87.0,Manual,Petrol,6.1,141200.0,24.0
bmw,Z3 M,black,29990.0,321.0,Manual,Petrol,11.1,153500.0,29.0
ford,Ranger,white,39950.0,212.0,Automatic,Diesel,7.8,76800.0,5.0
ford,Transit Courier,grey,16990.0,101.0,Manual,Petrol,5.3,48163.0,8.0
audi,RS3,black,27000.0,340.0,Automatic,Petrol,9.1,136000.0,14.0
audi,A5,black,14470.0,190.0,Automatic,Diesel,5.1,72110.0,10.0
citroen,C3 Aircross,white,23490.0,131.0,Automatic,Petrol,5.0,5150.0,4.0
ford,Focus,red,12988.0,101.0,Manual,Petrol,4.7,119938.0,13.0
audi,Q3,blue,27810.0,184.0,Automatic,Diesel,5.2,89741.0,8.0
honda,Civic,red,22000.0,126.0,Manual,Petrol,4.8,56019.0,6.0
hyundai,IONIQ,silver,11990.0,105.0,Automatic,Petrol,4.2,45000.0,9.0
dacia,Dokker,black,16990.0,90.0,Manual,Diesel,4.2,71200.0,8.0
audi,A4,grey,1650.0,150.0,Manual,Petrol,7.1,190000.0,23.0
bmw,330,white,43880.0,258.0,Automatic,Petrol,6.2,25100.0,7.0
ford,Focus,silver,17390.0,125.0,Automatic,Petrol,5.5,49396.0,8.0
bmw,320,silver,30880.0,190.0,Automatic,Diesel,4.5,9987.0,6.0
hyundai,i30,red,18990.0,120.0,Manual,Petrol,5.5,44923.0,6.0
bmw,550,black,31900.0,381.0,Automatic,Diesel,6.2,89968.0,10.0
ford,Fiesta,black,35980.0,101.0,Automatic,Petrol,5.6,21196.0,7.0
land-rover,Rover Range Rover Sport,black,114990.0,340.0,Automatic,Diesel,9.2,27000.0,6.0
isuzu,D-Max,silver,18500.0,136.0,Manual,Diesel,8.1,172910.0,16.0
citroen,Jumper,grey,31900.0,140.0,Manual,Diesel,6.4,49800.0,5.0
alfa-romeo,Romeo Tonale,grey,36699.0,131.0,Automatic,Hybrid,5.0,5.0,4.0
audi,S3,white,45880.0,310.0,Automatic,Petrol,7.4,10000.0,4.0
audi,A4,grey,28900.0,190.0,Automatic,Petrol,4.9,61246.0,7.0
ford,Kuga,grey,13990.0,150.0,Manual,Petrol,6.2,85384.0,11.0
audi,A4,silver,6690.0,131.0,Manual,Petrol,5.5,113000.0,20.0
audi,A3,silver,27490.0,110.0,Manual,Petrol,4.6,18000.0,4.0
bmw,240,grey,39650.0,340.0,Automatic,Petrol,7.1,44000.0,10.0
audi,Q5,silver,50190.0,204.0,Automatic,Diesel,5.4,17616.0,4.0
hyundai,i30,silver,26950.0,160.0,Manual,Petrol,5.6,60.0,3.0
jaguar,XF,blue,37950.0,250.0,Automatic,Petrol,7.5,23600.0,6.0
audi,A4,black,7200.0,143.0,Manual,Diesel,5.2,343000.0,15.0
audi,A5,grey,7000.0,170.0,Automatic,Petrol,7.4,231000.0,18.0
alfa-romeo,Romeo MiTo,white,7990.0,170.0,Manual,Petrol,6.0,147000.0,13.0
audi,A5,grey,62330.0,204.0,Automatic,Petrol,6.3,3500.0,3.0
alfa-romeo,Romeo Giulia,red,56990.0,280.0,Automatic,Petrol,8.0,5500.0,3.0
dacia,Logan,white,9490.0,73.0,Manual,Petrol,5.4,65806.0,8.0
bmw,X3,silver,16490.0,313.0,Automatic,Diesel,6.1,139000.0,13.0
ford,Grand C-Max,silver,3750.0,140.0,Automatic,Diesel,5.8,254000.0,14.0
audi,Q5,grey,41875.0,367.0,Automatic,Hybrid,7.56,22351.0,7.0
audi,A3,grey,8990.0,125.0,Automatic,Petrol,5.8,118550.0,16.0
bmw,650,black,39900.0,518.0,Automatic,Petrol,11.4,116890.0,14.0
audi,TT,grey,25440.0,230.0,Automatic,Petrol,6.5,106000.0,11.0
ford,Focus,red,24488.0,155.0,Manual,Petrol,5.4,14285.0,6.0
bmw,320,silver,2600.0,184.0,Manual,Diesel,5.2,180654.0,16.0
audi,A6,blue,4890.0,170.0,Automatic,Petrol,8.5,219000.0,20.0
dodge,RAM,black,42790.0,416.0,Automatic,LPG,14.8,84728.0,8.0
bmw,750,black,72800.0,530.0,Automatic,Petrol,10.5,24800.0,4.0
ford,Tourneo Connect,grey,20100.0,101.0,Manual,Petrol,5.6,26700.0,10.0
audi,A4,grey,9900.0,256.0,Automatic,Petrol,11.2,186000.0,20.0
ford,Grand C-Max,brown,6400.0,116.0,Manual,Diesel,4.6,199900.0,13.0
audi,Q5,red,16900.0,150.0,Manual,Diesel,5.9,186800.0,12.0
citroen,C3 Aircross,red,12790.0,82.0,Manual,Petrol,5.1,46000.0,8.0
kia,Carens,black,15499.0,141.0,Automatic,Diesel,4.8,82025.0,10.0
audi,A4,grey,19450.0,150.0,Manual,Diesel,4.0,101000.0,8.0
audi,A1,white,29588.0,150.0,Automatic,Petrol,5.0,10.0,3.0
bmw,,white,28980.0,136.0,Automatic,Petrol,6.24,19900.0,5.0
hyundai,TUCSON,blue,36490.0,150.0,Automatic,Petrol,5.7,3500.0,3.0
hyundai,TUCSON,blue,21990.0,132.0,Manual,Petrol,5.98,43732.0,6.0
citroen,C5 Aircross,grey,22890.0,131.0,Manual,Petrol,5.3,44500.0,7.0
audi,Q2,red,27999.0,150.0,Automatic,Petrol,5.2,13000.0,6.0
hyundai,i20,white,21390.0,101.0,Automatic,Petrol,4.8,4938.0,4.0
ford,Kuga,blue,25999.0,150.0,Manual,Petrol,5.5,17500.0,6.0
audi,A7,black,28900.0,252.0,Automatic,Petrol,5.9,139497.0,9.0
audi,A4,black,10990.0,120.0,Manual,Petrol,7.2,110569.0,15.0
audi,A6,blue,33320.0,286.0,Automatic,Diesel,5.8,124491.0,8.0
fiat,500e,green,23490.0,95.0,Automatic,Electric,6.279999999999999,99.0,4.0
ford,Puma,blue,20990.0,155.0,Manual,Petrol,4.4,46790.0,6.0
ferrari,488,red,279000.0,670.0,Automatic,Petrol,12.64,15000.0,7.0
citroen,C3,white,21890.0,82.0,Manual,Petrol,4.8,24200.0,7.0
audi,A6 allroad,black,31680.0,320.0,Automatic,Diesel,6.5,67000.0,9.0
audi,A4,grey,9500.0,131.0,Manual,Petrol,8.0,105000.0,20.0
hyundai,SANTA FE,blue,48999.0,230.0,Automatic,Hybrid,6.1,25.0,3.0
kia,Ceed SW / cee'd SW,orange,22440.0,140.0,Automatic,Petrol,5.5,43720.0,7.0
bmw,325,black,10900.0,204.0,Automatic,Diesel,6.1,333372.0,16.0
audi,RS4,green,107500.0,450.0,Automatic,Petrol,10.0,6001.0,4.0
fiat,500,red,11990.0,69.0,Manual,Petrol,5.5,16750.0,6.0
citroen,Berlingo,white,15490.0,75.0,Manual,Diesel,5.1,66000.0,12.0
fiat,500e,blue,34900.0,118.0,Automatic,Electric,4.4399999999999995,3000.0,3.0
ford,Transit,red,9450.0,101.0,Manual,Diesel,7.0,144500.0,13.0
audi,RS3,black,35000.0,340.0,Automatic,Petrol,9.1,205000.0,14.0
citroen,Berlingo,grey,8300.0,120.0,Manual,Petrol,7.5,129000.0,15.0
audi,A3,red,38780.0,150.0,Manual,Petrol,5.2,5800.0,4.0
citroen,Berlingo,white,20500.0,102.0,Manual,Diesel,4.2,65434.0,7.0
cadillac,CTS,black,1799.0,218.0,Automatic,Petrol,11.0,104011.0,21.0
audi,A4,grey,20490.0,190.0,Automatic,Diesel,5.2,73197.0,11.0
ford,Explorer,green,74987.0,450.0,Manual,Hybrid,6.14,51.0,3.0
hyundai,i10,white,12990.0,87.0,Manual,Petrol,4.9,56183.0,8.0
bmw,318,silver,11999.0,143.0,Manual,Petrol,4.1,67000.0,15.0
bmw,318,silver,18890.0,150.0,Automatic,Diesel,4.1,69600.0,7.0
bmw,118,black,19790.0,150.0,Automatic,Diesel,4.4,60100.0,7.0
bmw,540,silver,34989.0,320.0,Automatic,Diesel,6.1,122732.0,8.0
audi,A4,black,13590.0,245.0,Automatic,Diesel,5.9,217000.0,12.0
audi,SQ2,white,48750.0,300.0,Manual,Petrol,8.3,4854.0,4.0
ford,Ranger,grey,24999.0,200.0,Automatic,Diesel,9.5,114500.0,7.0
bmw,330,white,28990.0,258.0,Automatic,Diesel,5.1,89311.0,7.0
dacia,Sandero,grey,12490.0,90.0,Manual,Petrol,5.08,23800.0,6.0
ford,Fiesta,silver,19990.0,125.0,Manual,Petrol,5.0,41000.0,7.0
bmw,530,blue,83490.0,286.0,Automatic,Diesel,6.3,2500.0,3.0
ford,Kuga,red,21190.0,150.0,Manual,Petrol,8.4,49700.0,7.0
jeep,Renegade,black,10490.0,140.0,Manual,Diesel,5.1,212000.0,11.0
jaguar,E-Pace,white,27880.0,150.0,Automatic,Diesel,5.5600000000000005,47900.0,8.0
mazda,2,grey,9490.0,105.0,Manual,Diesel,3.4,124000.0,11.0
land-rover,Rover Range Rover Velar,grey,42900.0,239.0,Automatic,Diesel,5.8,71300.0,8.0
citroen,C4 Cactus,white,15990.0,131.0,Manual,Petrol,4.8,27700.0,8.0
dacia,Lodgy,blue,15500.0,102.0,Manual,Petrol,6.1,42000.0,8.0
bmw,116,black,21890.0,116.0,Automatic,Diesel,4.2,58925.0,6.0
ford,Fiesta,blue,16499.0,101.0,Manual,Petrol,5.1,11987.0,7.0
kia,Ceed SW / cee'd SW,grey,25499.0,160.0,Manual,Petrol,5.8,15.0,3.0
jaguar,XF,grey,26990.0,241.0,Automatic,Diesel,5.7,133000.0,9.0
bmw,430,grey,23900.0,286.0,Automatic,Diesel,4.9,114000.0,12.0
hyundai,TUCSON,blue,18450.0,177.0,Automatic,Petrol,7.2,155840.0,8.0
ford,Fiesta,black,9200.0,86.0,Manual,Petrol,4.7,47000.0,8.0
audi,Q2,silver,26640.0,110.0,Manual,Petrol,5.58,2409.0,4.0
ford,Kuga,grey,12499.0,150.0,Manual,Petrol,6.2,120000.0,11.0
hyundai,i10,red,15000.0,67.0,Manual,Petrol,4.8,11465.0,4.0
audi,A5,white,14900.0,170.0,Manual,Petrol,5.8,149932.0,14.0
ford,Transit,white,13990.0,86.0,Manual,Diesel,5.720000000000001,77800.0,16.0
hyundai,iX35,grey,15450.0,184.0,Automatic,Diesel,7.2,98100.0,11.0
hyundai,i30,red,25990.0,275.0,Manual,Petrol,7.8,67040.0,7.0
bmw,320,beige,19990.0,184.0,Automatic,Petrol,6.6,106292.0,13.0
fiat,Tipo,black,17690.0,95.0,Manual,Petrol,6.6,6711.0,6.0
jeep,Grand Cherokee,white,46600.0,468.0,Automatic,Petrol,14.0,57000.0,10.0
citroen,C4,orange,26490.0,131.0,Automatic,Petrol,4.8,10500.0,5.0
alfa-romeo,Romeo Tonale,grey,50890.0,280.0,Automatic,Hybrid,1.4,2500.0,4.0
audi,Q3,blue,26000.0,150.0,Manual,Diesel,5.7,110000.0,6.0
bmw,318,blue,9300.0,143.0,Automatic,Petrol,6.9,114000.0,16.0
bmw,320,blue,8500.0,177.0,Manual,Diesel,4.8,174000.0,17.0
dacia,Pick Up,white,28000.0,116.0,Manual,Diesel,4.7,150.0,3.0
ford,,blue,9932.0,140.0,Manual,Diesel,7.92,170000.0,17.0
ford,Fiesta,blue,13750.0,101.0,Manual,Petrol,4.6,49630.0,9.0
ferrari,Portofino,black,246900.0,600.0,Unknown,Petrol,10.260000000000002,5000.0,6.0
bmw,X3,white,40980.0,265.0,Automatic,Diesel,5.7,68399.0,8.0
bmw,X3,black,8200.0,177.0,Manual,Diesel,6.8,183820.0,17.0
bmw,Z4,blue,25900.0,265.0,Automatic,Petrol,8.8,86200.0,19.0
hyundai,TUCSON,brown,19999.0,177.0,Automatic,Petrol,7.5,62652.0,8.0
audi,A8,blue,52950.0,286.0,Automatic,Diesel,5.8,135000.0,8.0
ford,Mondeo,white,17990.0,150.0,Automatic,Diesel,4.4,62965.0,8.0
ford,Focus,red,19880.0,150.0,Manual,Petrol,4.9,38000.0,7.0
bmw,520,grey,10499.0,184.0,Automatic,Diesel,4.9,214842.0,14.0
ford,Fiesta,blue,3499.0,69.0,Manual,Petrol,6.1,116000.0,18.0
bmw,Z4,black,6500.0,150.0,Manual,Petrol,7.5,112500.0,19.0
bmw,118,blue,16500.0,136.0,Unknown,Petrol,5.78,90500.0,11.0
bmw,240,silver,29900.0,400.0,Manual,Petrol,8.3,52000.0,9.0
ferrari,California,black,129900.0,460.0,Unknown,Petrol,12.680000000000001,15000.0,15.0
audi,Q7,blue,30000.0,245.0,Automatic,Diesel,7.4,158000.0,11.0
dacia,Duster,blue,22990.0,116.0,Manual,Diesel,4.6,20.0,3.0
ford,Fiesta,red,23290.0,125.0,Manual,Petrol,6.0,10.0,3.0
bmw,530,black,31999.0,258.0,Automatic,Diesel,6.2,132500.0,10.0
kia,Niro,black,38999.0,204.0,Automatic,Electric,5.34,6258.0,5.0
audi,TT,silver,27400.0,179.0,Manual,Petrol,5.8,72500.0,9.0
citroen,DS4,black,14488.0,120.0,Manual,Diesel,3.7,21550.0,11.0
audi,Q7,grey,85490.0,462.0,Automatic,Hybrid,6.8,94590.0,5.0
fiat,Ducato,red,9900.0,177.0,Manual,Diesel,6.5,499000.0,11.0
bmw,540,black,48888.0,333.0,Automatic,Petrol,6.5,7892.0,5.0
ford,Focus,black,17380.0,150.0,Automatic,Diesel,4.4,82000.0,8.0
audi,A3,grey,11499.0,105.0,Manual,Diesel,4.3,142000.0,14.0
hyundai,TUCSON,silver,32490.0,150.0,Manual,Petrol,7.0,3000.0,4.0
ford,EcoSport,grey,12480.0,125.0,Manual,Petrol,5.3,117154.0,9.0
fiat,Tipo,white,22490.0,101.0,Manual,Petrol,5.4,99.0,4.0
ford,Kuga,silver,34950.0,190.0,Automatic,Diesel,5.8,24000.0,6.0
fiat,500,black,6950.0,69.0,Manual,Petrol,5.1,74000.0,15.0
fiat,Grande Punto,blue,1700.0,77.0,Manual,Petrol,5.9,185300.0,17.0
ford,Focus,black,6480.0,116.0,Manual,Diesel,4.2,185000.0,14.0
bmw,X1,silver,21480.0,190.0,Automatic,Diesel,5.82,179856.0,8.0
audi,Q7,blue,39888.0,272.0,Automatic,Diesel,6.2,144800.0,10.0
fiat,500C,red,19490.0,69.0,Manual,Petrol,4.8,6.0,3.0
bmw,325,white,9600.0,204.0,Manual,Diesel,5.8,210500.0,15.0
hyundai,TUCSON,blue,41500.0,230.0,Automatic,Hybrid,5.6,3231.0,4.0
bmw,320,white,45999.0,190.0,Automatic,Diesel,6.16,3700.0,4.0
mazda,CX-5,red,24490.0,150.0,Automatic,Diesel,5.6,57329.0,7.0
bmw,318,white,17999.0,136.0,Manual,Petrol,5.1,69000.0,9.0
audi,Q5,grey,19500.0,258.0,Automatic,Diesel,6.3,173000.0,12.0
bmw,X1,black,53990.0,190.0,Automatic,Diesel,6.2,0.0,3.0
audi,Q3,orange,46680.0,200.0,Automatic,Diesel,5.2,23000.0,5.0
kia,Sportage,black,18999.0,136.0,Manual,Diesel,5.2,111300.0,10.0
audi,A4,black,8850.0,177.0,Manual,Diesel,4.8,276100.0,12.0
jaguar,F-Pace,black,26600.0,300.0,Automatic,Diesel,7.9,62000.0,7.0
honda,Civic,blue,23490.0,182.0,Automatic,Petrol,5.5,15363.0,6.0
hyundai,i30,grey,38970.0,280.0,Automatic,Petrol,8.4,10515.0,4.0
bmw,330,grey,17498.0,258.0,Automatic,Diesel,5.2,190000.0,9.0
audi,A5,grey,16490.0,179.0,Automatic,Petrol,7.2,97000.0,15.0
audi,A5,grey,22900.0,177.0,Automatic,Petrol,6.0,47990.0,10.0
ford,Focus,white,24990.0,155.0,Manual,Petrol,5.6,24500.0,5.0
hyundai,i30,red,21990.0,140.0,Automatic,Petrol,5.7,12700.0,7.0
kia,Sportage,grey,19990.0,177.0,Manual,Petrol,5.2,76000.0,7.0
ford,Ka/Ka+,silver,8500.0,69.0,Manual,Petrol,4.9,68000.0,12.0
lancia,Ypsilon,brown,3200.0,60.0,Manual,Petrol,5.5,59000.0,16.0
ford,Puma,blue,22490.0,155.0,Manual,Hybrid,5.6,20378.0,6.0
bmw,320,silver,7000.0,170.0,Automatic,Petrol,6.9,174559.0,19.0
dodge,Nitro,black,4450.0,177.0,Automatic,Diesel,9.4,200000.0,18.0
alfa-romeo,Romeo Stelvio,white,41950.0,209.0,Automatic,Diesel,6.62,39427.0,6.0
hyundai,iX35,black,10598.0,135.0,Manual,Petrol,6.8,89900.0,14.0
hyundai,Terracan,black,3400.0,163.0,Automatic,Diesel,9.1,180000.0,20.0
bmw,730,blue,30500.0,231.0,Automatic,Diesel,5.3,241500.0,9.0
jeep,Compass,silver,45890.0,241.0,Automatic,Hybrid,1.9,50.0,3.0
jaguar,F-Pace,grey,31880.0,179.0,Automatic,Diesel,6.2,78800.0,8.0
ford,Focus,white,21890.0,125.0,Manual,Hybrid,4.2,16750.0,6.0
fiat,Tipo,orange,21990.0,101.0,Manual,Petrol,5.4,10.0,3.0
audi,A1,white,17000.0,116.0,Automatic,Diesel,4.0,110000.0,10.0
bmw,X6,white,84870.0,286.0,Automatic,Diesel,6.2,20900.0,4.0
land-rover,Rover Range Rover Evoque,black,49950.0,200.0,Automatic,Petrol,7.7,26866.0,4.0
ford,Fiesta,green,30840.0,200.0,Manual,Petrol,6.8,32.0,3.0
ford,Focus,grey,20170.0,125.0,Automatic,Petrol,5.3,27639.0,6.0
bmw,X1,black,13850.0,177.0,Automatic,Diesel,5.9,77850.0,16.0
kia,Sportage,white,14500.0,184.0,Automatic,Diesel,7.2,106000.0,14.0
ford,Kuga,red,36050.0,150.0,Manual,Petrol,7.0,10.0,3.0
citroen,DS3,white,9540.0,82.0,Manual,Petrol,4.9,69011.0,13.0
kia,Picanto,orange,16590.0,67.0,Manual,Petrol,4.2,10.0,3.0
land-rover,Rover Discovery Sport,black,21300.0,179.0,Automatic,Diesel,6.4,170000.0,10.0
ferrari,488,red,229890.0,670.0,Automatic,Petrol,12.260000000000002,35000.0,10.0
kia,Sportage,black,31990.0,185.0,Automatic,Diesel,5.4,44400.0,5.0
hyundai,TUCSON,white,44990.0,230.0,Automatic,Hybrid,4.9,10.0,3.0
ford,Focus,grey,6900.0,125.0,Manual,Petrol,4.8,157500.0,12.0
audi,SQ8,white,97960.0,435.0,Automatic,Diesel,8.9,48300.0,6.0
audi,Q8,silver,26490.0,286.0,Automatic,Diesel,6.8,92153.0,7.0
bmw,M850,silver,72299.0,530.0,Automatic,Petrol,9.7,34932.0,7.0
bmw,320,silver,6000.0,184.0,Manual,Diesel,4.8,305000.0,15.0
land-rover,Rover Discovery Sport,white,34480.0,150.0,Automatic,Diesel,5.6,53830.0,6.0
bmw,325,black,9179.0,197.0,Manual,Diesel,6.7,281000.0,17.0
hyundai,SANTA FE,white,19550.0,197.0,Automatic,Diesel,6.8,100850.0,11.0
bmw,530,silver,40020.0,252.0,Automatic,Petrol,5.6,70959.0,5.0
ford,Focus,silver,19860.0,120.0,Automatic,Diesel,4.7,42866.0,7.0
lamborghini,Urus,black,299950.0,650.0,Automatic,Petrol,12.7,28950.0,7.0
hyundai,KONA,blue,33990.0,204.0,Automatic,Electric,4.279999999999999,30780.0,6.0
ford,B-Max,grey,12950.0,101.0,Manual,Petrol,4.9,40900.0,10.0
dacia,Duster,orange,17990.0,114.0,Manual,Petrol,6.5,28854.0,8.0
kia,Sorento,blue,50770.0,265.0,Automatic,Hybrid,1.6,47035.0,5.0
bmw,525,black,9900.0,197.0,Automatic,Diesel,6.6,165000.0,19.0
dacia,Logan,red,8500.0,90.0,Manual,Petrol,5.5,70047.0,8.0
ford,S-Max,silver,3000.0,220.0,Manual,Petrol,9.4,257000.0,20.0
audi,e-tron,blue,61880.0,408.0,Automatic,Electric,6.82,28694.0,6.0
kia,Sportage,black,25988.0,177.0,Automatic,Petrol,7.4,18500.0,7.0
audi,A6,beige,51990.0,245.0,Automatic,Petrol,6.8,47300.0,7.0
audi,A6,silver,7500.0,170.0,Manual,Petrol,7.5,187000.0,18.0
audi,A1,red,7950.0,86.0,Manual,Petrol,5.1,92338.0,15.0
audi,A4,grey,50950.0,204.0,Automatic,Petrol,7.3,3000.0,3.0
bmw,320,black,1800.0,150.0,Manual,Diesel,5.9,372456.0,22.0
citroen,C3,blue,7900.0,120.0,Manual,Petrol,7.0,145700.0,12.0
bmw,X6,brown,37500.0,258.0,Automatic,Diesel,7.0,102000.0,10.0
alfa-romeo,Romeo Tonale,black,43499.0,160.0,Automatic,Hybrid,6.0,1000.0,4.0
bmw,116,grey,4800.0,116.0,Manual,LPG,7.5,186000.0,19.0
dacia,Duster,orange,15490.0,114.0,Manual,Petrol,6.5,32535.0,7.0
lamborghini,Urus,black,329900.0,650.0,Automatic,Petrol,12.7,8923.0,3.0
bmw,118,black,11899.0,150.0,Manual,Diesel,4.1,139530.0,11.0
jaguar,XE,black,31650.0,179.0,Automatic,Diesel,5.2,28890.0,6.0
audi,SQ5,blue,15800.0,313.0,Automatic,Diesel,6.8,30000.0,12.0
dacia,Jogger,brown,22570.0,110.0,Manual,Petrol,5.7,3782.0,4.0
audi,A3,black,14990.0,122.0,Automatic,Petrol,5.0,149500.0,13.0
bmw,116,grey,5500.0,122.0,Manual,Petrol,5.8,173950.0,19.0
fiat,500,red,19190.0,71.0,Manual,Hybrid,4.6,99.0,4.0
audi,A4 allroad,white,11999.0,239.0,Automatic,Diesel,7.1,198098.0,15.0
ford,Kuga,black,18990.0,150.0,Manual,Petrol,7.0,53500.0,8.0
ford,Kuga,grey,16990.0,150.0,Manual,Petrol,6.3,89497.0,9.0
bmw,320,silver,29870.0,190.0,Automatic,Diesel,4.4,93578.0,6.0
audi,A5,black,15990.0,170.0,Automatic,Petrol,5.8,134500.0,13.0
ford,Tourneo Custom,orange,47890.0,131.0,Manual,Diesel,7.9,369.0,3.0
hyundai,i40,white,6450.0,116.0,Manual,Diesel,4.6,199000.0,14.0
ford,Grand Tourneo,blue,32980.0,102.0,Manual,Diesel,5.0,20.0,3.0
bmw,320,silver,12000.0,175.0,Automatic,Petrol,9.5,112800.0,23.0
hyundai,i20,black,2700.0,77.0,Manual,Petrol,5.1,235000.0,15.0
audi,A4,brown,12999.0,150.0,Automatic,Diesel,4.6,189000.0,11.0
audi,A8,white,23999.0,351.0,Automatic,Diesel,7.6,195600.0,14.0
jeep,Grand Cherokee,white,47990.0,250.0,Automatic,Diesel,6.9799999999999995,48900.0,7.0
audi,A1,grey,12890.0,122.0,Manual,Petrol,5.3,97900.0,14.0
audi,A3,silver,8800.0,125.0,Manual,Petrol,5.8,138000.0,16.0
ford,Transit Custom,black,48980.0,170.0,Automatic,Diesel,6.5,20.0,3.0
dacia,Sandero,blue,15980.0,90.0,Automatic,Petrol,5.5,29152.0,6.0
chevrolet,Orlando,white,9900.0,131.0,Automatic,Diesel,6.0,198900.0,14.0
ford,Transit,blue,65470.0,185.0,Automatic,Diesel,7.3,10.0,4.0
bmw,520,blue,18800.0,184.0,Manual,Diesel,4.9,68100.0,15.0
alfa-romeo,Romeo Giulietta,black,22985.0,241.0,Automatic,Petrol,6.8,87667.0,8.0
bmw,120,grey,27900.0,190.0,Automatic,Diesel,4.5,64500.0,7.0
land-rover,Rover Range Rover Sport,green,149880.0,351.0,Automatic,Diesel,10.26,18.0,3.0
audi,A6 allroad,brown,19300.0,204.0,Automatic,Diesel,6.1,168000.0,13.0
bmw,116,white,14000.0,109.0,Manual,Petrol,5.0,61000.0,11.0
ford,Puma,silver,25390.0,125.0,Automatic,Petrol,5.0,41160.0,5.0
bmw,330,black,19000.0,252.0,Manual,Petrol,6.1,182000.0,9.0
hyundai,TUCSON,white,26880.0,177.0,Automatic,Petrol,5.460000000000001,54485.0,7.0
ford,Kuga,silver,16490.0,150.0,Manual,Diesel,4.7,91284.0,10.0
bmw,318,black,3200.0,143.0,Manual,Petrol,7.6,260000.0,23.0
bmw,118,black,8500.0,143.0,Manual,Diesel,4.9,221676.0,16.0
audi,A3,black,7499.0,140.0,Manual,Diesel,4.4,229007.0,16.0
fiat,Panda,blue,1800.0,54.0,Manual,Petrol,6.56,90500.0,17.0
hyundai,iX20,black,11890.0,125.0,Manual,Petrol,6.4,109990.0,9.0
jeep,Compass,grey,22488.0,140.0,Manual,Petrol,6.8,50500.0,7.0
bmw,X3,blue,15980.0,143.0,Automatic,Diesel,5.1,163500.0,13.0
audi,Q5,blue,17498.0,177.0,Manual,Diesel,6.0,147000.0,13.0
audi,A4,silver,22439.0,150.0,Manual,Diesel,4.0,69901.0,8.0
ford,EcoSport,red,24990.0,125.0,Manual,Petrol,5.0,2564.0,4.0
audi,A4,grey,27000.0,190.0,Automatic,Petrol,5.6,78500.0,10.0
bmw,320,silver,7490.0,170.0,Manual,Petrol,6.5,160862.0,18.0
ford,Focus,grey,17498.0,140.0,Manual,Petrol,4.7,42000.0,8.0
alfa-romeo,Romeo MiTo,white,6999.0,120.0,Manual,Diesel,4.3,141700.0,12.0
dacia,Duster,grey,15600.0,125.0,Manual,Petrol,6.2,41870.0,8.0
ford,B-Max,grey,11950.0,105.0,Automatic,Petrol,6.4,43088.0,12.0
ford,Fiesta,grey,16788.0,95.0,Manual,Petrol,5.160000000000001,35960.0,6.0
audi,A1,red,11899.0,86.0,Manual,Petrol,5.1,108000.0,12.0
audi,A3,black,19800.0,184.0,Automatic,Diesel,4.8,115000.0,10.0
hyundai,IONIQ,black,35990.0,141.0,Automatic,Petrol,4.2,20.0,4.0
ford,Tourneo Connect,black,17470.0,101.0,Manual,Diesel,4.5,71390.0,7.0
ford,C-Max,grey,13250.0,125.0,Manual,Petrol,5.2,129130.0,10.0
audi,Q7,grey,31999.0,272.0,Automatic,Diesel,6.2,286000.0,11.0
dacia,Jogger,brown,24890.0,110.0,Manual,Petrol,5.7,100.0,3.0
audi,RS7,red,51800.0,560.0,Automatic,Petrol,9.8,116000.0,12.0
ford,Puma,red,24490.0,125.0,Manual,Petrol,6.0,5000.0,4.0
audi,A5,grey,29990.0,190.0,Automatic,Petrol,6.0,84000.0,7.0
kia,XCeed,grey,25900.0,105.0,Automatic,Other,1.0,35650.0,6.0
aston-martin,Martin,grey,179007.0,572.0,Automatic,Petrol,10.1,26400.0,12.0
audi,A3,black,13749.0,150.0,Manual,Petrol,4.6,156541.0,12.0
hyundai,SANTA FE,grey,31285.0,185.0,Automatic,Petrol,4.24,49921.0,7.0
audi,A6,black,12500.0,177.0,Manual,Diesel,4.9,248000.0,15.0
citroen,Berlingo,beige,21990.0,110.0,Manual,Petrol,5.4,44310.0,7.0
audi,RS Q8,black,158800.0,600.0,Automatic,Petrol,9.62,4000.0,3.0
audi,A4 allroad,blue,24499.0,190.0,Automatic,Diesel,5.1,126300.0,9.0
audi,S8,grey,51900.0,605.0,Automatic,Petrol,10.0,122000.0,10.0
citroen,C5 Aircross,grey,26970.0,177.0,Automatic,Diesel,4.9,30700.0,7.0
jeep,Compass,black,44900.0,241.0,Automatic,Hybrid,2.0,10.0,3.0
alfa-romeo,Romeo 159,black,6999.0,200.0,Manual,Petrol,8.3,194197.0,15.0
hyundai,i30,grey,26990.0,159.0,Automatic,Hybrid,4.9,5.0,3.0
bmw,Z4,brown,15990.0,204.0,Manual,Petrol,8.5,103478.0,15.0
audi,A6,black,34950.0,204.0,Automatic,Diesel,4.6,67600.0,7.0
bmw,120,white,11100.0,184.0,Manual,Diesel,4.3,113000.0,13.0
bmw,X1,black,11999.0,177.0,Manual,Diesel,5.8,83800.0,16.0
bmw,420,blue,57805.0,190.0,Automatic,Diesel,5.5,5990.0,3.0
